event_id,event_type,severity,severity_label,source,detections,timestamp,event_date,hour_utc,mitre_tactic,mitre_technique,attack_stage,target_system,organization_unit,origin_country,origin_lat,origin_lon,target_country,target_lat,target_lon,geo_risk_factor,risk_score,anomaly_flag
CTE-000377,bruteforce,6,Medium,auth,5,2025-11-20T11:18:00Z,2025-11-20,11,Credential Access,T1110 - Brute Force,Account Takeover Attempt,Privileged Console,Support,Russia,61.524,105.3188,India,20.5937,78.9629,1.28,61.03,False
CTE-000369,malware,8,High,endpoint,4,2025-11-20T13:21:00Z,2025-11-20,13,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Application Server,Executive,Brazil,-14.235,-51.9253,India,20.5937,78.9629,1.16,56.95,False
CTE-000375,ddos,6,Medium,network,5,2025-11-20T14:18:00Z,2025-11-20,14,Impact,T1498 - Network Denial of Service,Service Disruption,Perimeter Gateway,Support,China,35.8617,104.1954,Australia,-25.2744,133.7751,1.2,55.37,False
CTE-000372,ddos,8,High,network,5,2025-11-20T14:48:00Z,2025-11-20,14,Impact,T1498 - Network Denial of Service,Service Disruption,Perimeter Gateway,Support,United States,37.0902,-95.7129,United Kingdom,55.3781,-3.436,1.05,57.97,False
CTE-000376,ddos,5,Medium,network,3,2025-11-20T16:17:00Z,2025-11-20,16,Impact,T1498 - Network Denial of Service,Service Disruption,Public API,Executive,Russia,61.524,105.3188,India,20.5937,78.9629,1.28,56.22,False
CTE-000370,bruteforce,8,High,auth,4,2025-11-20T17:30:00Z,2025-11-20,17,Credential Access,T1110 - Brute Force,Account Takeover Attempt,Identity Provider,Support,United States,37.0902,-95.7129,Germany,51.1657,10.4515,1.05,55.34,False
CTE-000378,phishing,3,Low,email,1,2025-11-20T19:34:00Z,2025-11-20,19,Initial Access,T1566 - Phishing,Credential Harvesting,Employee Mailbox,Engineering,Russia,61.524,105.3188,Germany,51.1657,10.4515,1.28,33.7,False
CTE-000386,phishing,5,Medium,email,1,2025-11-21T03:42:00Z,2025-11-21,3,Initial Access,T1566 - Phishing,Credential Harvesting,SSO Portal,Finance,Russia,61.524,105.3188,United States,37.0902,-95.7129,1.28,42.85,False
CTE-000385,ransomware,7,High,endpoint,6,2025-11-21T11:21:00Z,2025-11-21,11,Impact,T1486 - Data Encrypted for Impact,Data Encryption,Backup Repository,Operations,Germany,51.1657,10.4515,India,20.5937,78.9629,1.03,64.99,False
CTE-000388,phishing,5,Medium,email,1,2025-11-21T11:57:00Z,2025-11-21,11,Initial Access,T1566 - Phishing,Credential Harvesting,Mail Gateway,Support,Singapore,1.3521,103.8198,India,20.5937,78.9629,1.08,47.42,False
CTE-000382,ransomware,8,High,endpoint,10,2025-11-21T13:41:00Z,2025-11-21,13,Impact,T1486 - Data Encrypted for Impact,Data Encryption,File Server,Sales,Germany,51.1657,10.4515,Singapore,1.3521,103.8198,1.03,71.76,False
CTE-000380,bruteforce,9,Critical,auth,4,2025-11-21T16:47:00Z,2025-11-21,16,Credential Access,T1110 - Brute Force,Account Takeover Attempt,Privileged Console,Engineering,Brazil,-14.235,-51.9253,Germany,51.1657,10.4515,1.16,58.4,False
CTE-000384,malware,8,High,endpoint,4,2025-11-21T18:22:00Z,2025-11-21,18,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Application Server,Engineering,Brazil,-14.235,-51.9253,India,20.5937,78.9629,1.16,57.21,False
CTE-000389,phishing,5,Medium,email,2,2025-11-21T19:29:00Z,2025-11-21,19,Initial Access,T1566 - Phishing,Credential Harvesting,Mail Gateway,Engineering,United States,37.0902,-95.7129,United States,37.0902,-95.7129,1.05,43.47,False
CTE-000381,phishing,3,Low,email,2,2025-11-21T20:32:00Z,2025-11-21,20,Initial Access,T1566 - Phishing,Credential Harvesting,SSO Portal,Finance,Russia,61.524,105.3188,United Kingdom,55.3781,-3.436,1.28,35.83,False
CTE-000383,malware,7,High,endpoint,4,2025-11-21T23:01:00Z,2025-11-21,23,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Shared Endpoint,Engineering,India,20.5937,78.9629,India,20.5937,78.9629,1.1,59.13,False
CTE-000387,phishing,6,Medium,email,1,2025-11-21T23:56:00Z,2025-11-21,23,Initial Access,T1566 - Phishing,Credential Harvesting,SSO Portal,Executive,China,35.8617,104.1954,United States,37.0902,-95.7129,1.2,50.7,False
CTE-000390,bruteforce,8,High,auth,4,2025-11-22T01:05:00Z,2025-11-22,1,Credential Access,T1110 - Brute Force,Account Takeover Attempt,Privileged Console,Support,United Kingdom,55.3781,-3.436,United States,37.0902,-95.7129,1.04,66.16,False
CTE-000396,malware,8,High,endpoint,2,2025-11-22T07:18:00Z,2025-11-22,7,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Workstation,Engineering,South Africa,-30.5595,22.9375,India,20.5937,78.9629,1.18,63.6,False
CTE-000394,malware,9,Critical,endpoint,7,2025-11-22T08:27:00Z,2025-11-22,8,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Workstation,Operations,China,35.8617,104.1954,United Arab Emirates,23.4241,53.8478,1.2,76.29,True
CTE-000391,ddos,10,Critical,network,4,2025-11-22T09:19:00Z,2025-11-22,9,Impact,T1498 - Network Denial of Service,Service Disruption,Perimeter Gateway,Finance,Germany,51.1657,10.4515,United States,37.0902,-95.7129,1.03,77.89,True
CTE-000393,malware,8,High,network,2,2025-11-22T14:41:00Z,2025-11-22,14,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Workstation,Engineering,China,35.8617,104.1954,Germany,51.1657,10.4515,1.2,56.84,False
CTE-000395,ddos,8,High,network,4,2025-11-22T18:36:00Z,2025-11-22,18,Impact,T1498 - Network Denial of Service,Service Disruption,CDN Edge,Finance,India,20.5937,78.9629,Germany,51.1657,10.4515,1.1,58.55,False
CTE-000397,phishing,2,Low,endpoint,2,2025-11-22T19:34:00Z,2025-11-22,19,Initial Access,T1566 - Phishing,Credential Harvesting,Mail Gateway,Support,United Kingdom,55.3781,-3.436,United States,37.0902,-95.7129,1.04,30.84,False
CTE-000392,ddos,6,Medium,auth,3,2025-11-22T23:56:00Z,2025-11-22,23,Impact,T1498 - Network Denial of Service,Service Disruption,Perimeter Gateway,Operations,Brazil,-14.235,-51.9253,India,20.5937,78.9629,1.16,47.87,False
CTE-000403,malware,4,Medium,email,4,2025-11-23T00:35:00Z,2025-11-23,0,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Application Server,Sales,United States,37.0902,-95.7129,India,20.5937,78.9629,1.05,40.72,False
CTE-000400,ransomware,7,High,endpoint,6,2025-11-23T03:05:00Z,2025-11-23,3,Impact,T1486 - Data Encrypted for Impact,Data Encryption,File Server,Engineering,China,35.8617,104.1954,United Kingdom,55.3781,-3.436,1.2,70.72,False
CTE-000399,phishing,7,High,network,5,2025-11-23T05:06:00Z,2025-11-23,5,Initial Access,T1566 - Phishing,Credential Harvesting,Employee Mailbox,Engineering,India,20.5937,78.9629,United States,37.0902,-95.7129,1.1,55.84,False
CTE-000402,malware,7,High,endpoint,4,2025-11-23T05:41:00Z,2025-11-23,5,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Application Server,Engineering,Russia,61.524,105.3188,Germany,51.1657,10.4515,1.28,63.29,False
CTE-000404,ransomware,10,Critical,endpoint,6,2025-11-23T07:57:00Z,2025-11-23,7,Impact,T1486 - Data Encrypted for Impact,Data Encryption,Backup Repository,Sales,South Africa,-30.5595,22.9375,Singapore,1.3521,103.8198,1.18,84.19,True
CTE-000398,ddos,9,Critical,network,5,2025-11-23T18:17:00Z,2025-11-23,18,Impact,T1498 - Network Denial of Service,Service Disruption,Perimeter Gateway,Support,Russia,61.524,105.3188,India,20.5937,78.9629,1.28,69.52,False
CTE-000405,bruteforce,5,Medium,auth,3,2025-11-23T19:58:00Z,2025-11-23,19,Credential Access,T1110 - Brute Force,Account Takeover Attempt,Privileged Console,Support,Brazil,-14.235,-51.9253,United Kingdom,55.3781,-3.436,1.16,47.2,False
CTE-000401,ddos,10,Critical,email,3,2025-11-23T23:46:00Z,2025-11-23,23,Impact,T1498 - Network Denial of Service,Service Disruption,Public API,Operations,Brazil,-14.235,-51.9253,India,20.5937,78.9629,1.16,61.86,False
CTE-000414,phishing,3,Low,email,1,2025-11-24T01:50:00Z,2025-11-24,1,Initial Access,T1566 - Phishing,Credential Harvesting,Mail Gateway,Sales,India,20.5937,78.9629,India,20.5937,78.9629,1.1,30.6,False
CTE-000409,ransomware,6,Medium,endpoint,6,2025-11-24T06:46:00Z,2025-11-24,6,Impact,T1486 - Data Encrypted for Impact,Data Encryption,Database Cluster,Operations,United Kingdom,55.3781,-3.436,India,20.5937,78.9629,1.04,66.9,False
CTE-000411,malware,5,Medium,endpoint,4,2025-11-24T08:31:00Z,2025-11-24,8,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Application Server,Executive,United States,37.0902,-95.7129,India,20.5937,78.9629,1.05,53.07,False
CTE-000412,phishing,4,Medium,email,1,2025-11-24T08:33:00Z,2025-11-24,8,Initial Access,T1566 - Phishing,Credential Harvesting,Employee Mailbox,Operations,Singapore,1.3521,103.8198,United Arab Emirates,23.4241,53.8478,1.08,34.1,False
CTE-000406,phishing,5,Medium,email,1,2025-11-24T13:03:00Z,2025-11-24,13,Initial Access,T1566 - Phishing,Credential Harvesting,SSO Portal,Finance,Singapore,1.3521,103.8198,Germany,51.1657,10.4515,1.08,43.0,False
CTE-000416,phishing,6,Medium,email,6,2025-11-24T15:11:00Z,2025-11-24,15,Initial Access,T1566 - Phishing,Credential Harvesting,SSO Portal,Sales,Brazil,-14.235,-51.9253,Germany,51.1657,10.4515,1.16,50.29,False
CTE-000417,bruteforce,4,Medium,auth,2,2025-11-24T15:15:00Z,2025-11-24,15,Credential Access,T1110 - Brute Force,Account Takeover Attempt,VPN Gateway,Engineering,India,20.5937,78.9629,Germany,51.1657,10.4515,1.1,40.43,False
CTE-000418,phishing,7,High,email,2,2025-11-24T18:15:00Z,2025-11-24,18,Initial Access,T1566 - Phishing,Credential Harvesting,SSO Portal,Sales,India,20.5937,78.9629,Singapore,1.3521,103.8198,1.1,54.91,False
CTE-000408,bruteforce,6,Medium,auth,3,2025-11-24T18:18:00Z,2025-11-24,18,Credential Access,T1110 - Brute Force,Account Takeover Attempt,Identity Provider,Engineering,China,35.8617,104.1954,India,20.5937,78.9629,1.2,52.71,False
CTE-000407,phishing,7,High,email,2,2025-11-24T19:03:00Z,2025-11-24,19,Initial Access,T1566 - Phishing,Credential Harvesting,Employee Mailbox,Engineering,India,20.5937,78.9629,India,20.5937,78.9629,1.1,57.91,False
CTE-000413,phishing,4,Medium,email,1,2025-11-24T19:50:00Z,2025-11-24,19,Initial Access,T1566 - Phishing,Credential Harvesting,Mail Gateway,Support,China,35.8617,104.1954,Germany,51.1657,10.4515,1.2,39.94,False
CTE-000410,phishing,6,Medium,email,1,2025-11-24T20:00:00Z,2025-11-24,20,Initial Access,T1566 - Phishing,Credential Harvesting,Employee Mailbox,Executive,Russia,61.524,105.3188,Singapore,1.3521,103.8198,1.28,49.0,False
CTE-000415,malware,5,Medium,endpoint,2,2025-11-24T20:10:00Z,2025-11-24,20,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Workstation,Engineering,India,20.5937,78.9629,India,20.5937,78.9629,1.1,44.79,False
CTE-000423,malware,5,Medium,endpoint,1,2025-11-25T00:28:00Z,2025-11-25,0,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Workstation,Executive,Germany,51.1657,10.4515,India,20.5937,78.9629,1.03,48.75,False
CTE-000420,malware,8,High,endpoint,4,2025-11-25T06:39:00Z,2025-11-25,6,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Workstation,Finance,Brazil,-14.235,-51.9253,Singapore,1.3521,103.8198,1.16,56.0,False
CTE-000422,bruteforce,9,Critical,auth,1,2025-11-25T11:12:00Z,2025-11-25,11,Credential Access,T1110 - Brute Force,Account Takeover Attempt,Identity Provider,Engineering,India,20.5937,78.9629,India,20.5937,78.9629,1.1,67.91,False
CTE-000421,malware,3,Low,endpoint,1,2025-11-25T11:16:00Z,2025-11-25,11,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Shared Endpoint,Engineering,India,20.5937,78.9629,India,20.5937,78.9629,1.1,36.06,False
CTE-000419,phishing,1,Low,email,2,2025-11-25T14:35:00Z,2025-11-25,14,Initial Access,T1566 - Phishing,Credential Harvesting,Employee Mailbox,Engineering,India,20.5937,78.9629,India,20.5937,78.9629,1.1,26.7,False
CTE-000424,bruteforce,5,Medium,auth,3,2025-11-25T20:23:00Z,2025-11-25,20,Credential Access,T1110 - Brute Force,Account Takeover Attempt,Privileged Console,Engineering,Brazil,-14.235,-51.9253,Australia,-25.2744,133.7751,1.16,49.61,False
CTE-000426,malware,9,Critical,endpoint,3,2025-11-26T00:43:00Z,2025-11-26,0,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Application Server,Operations,South Africa,-30.5595,22.9375,United States,37.0902,-95.7129,1.18,63.44,False
CTE-000428,ransomware,10,Critical,endpoint,6,2025-11-26T02:17:00Z,2025-11-26,2,Impact,T1486 - Data Encrypted for Impact,Data Encryption,Backup Repository,Finance,Brazil,-14.235,-51.9253,Germany,51.1657,10.4515,1.16,77.09,True
CTE-000431,bruteforce,8,High,auth,1,2025-11-26T04:50:00Z,2025-11-26,4,Credential Access,T1110 - Brute Force,Account Takeover Attempt,Privileged Console,Operations,United Arab Emirates,23.4241,53.8478,India,20.5937,78.9629,1.12,54.87,False
CTE-000432,bruteforce,5,Medium,auth,1,2025-11-26T08:03:00Z,2025-11-26,8,Credential Access,T1110 - Brute Force,Account Takeover Attempt,Identity Provider,Finance,Brazil,-14.235,-51.9253,India,20.5937,78.9629,1.16,43.01,False
CTE-000429,bruteforce,2,Low,auth,3,2025-11-26T09:42:00Z,2025-11-26,9,Credential Access,T1110 - Brute Force,Account Takeover Attempt,VPN Gateway,Operations,Russia,61.524,105.3188,India,20.5937,78.9629,1.28,32.84,False
CTE-000427,bruteforce,6,Medium,auth,3,2025-11-26T11:44:00Z,2025-11-26,11,Credential Access,T1110 - Brute Force,Account Takeover Attempt,Identity Provider,Operations,Germany,51.1657,10.4515,United States,37.0902,-95.7129,1.03,57.55,False
CTE-000430,malware,8,High,endpoint,2,2025-11-26T17:50:00Z,2025-11-26,17,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Workstation,Executive,South Africa,-30.5595,22.9375,United States,37.0902,-95.7129,1.18,57.67,False
CTE-000425,malware,4,Medium,endpoint,1,2025-11-26T18:12:00Z,2025-11-26,18,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Shared Endpoint,Support,Brazil,-14.235,-51.9253,United States,37.0902,-95.7129,1.16,41.28,False
CTE-000436,malware,7,High,endpoint,3,2025-11-27T02:17:00Z,2025-11-27,2,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Application Server,Engineering,South Africa,-30.5595,22.9375,India,20.5937,78.9629,1.18,57.28,False
CTE-000437,malware,8,High,endpoint,5,2025-11-27T04:25:00Z,2025-11-27,4,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Application Server,Engineering,Russia,61.524,105.3188,Australia,-25.2744,133.7751,1.28,57.74,False
CTE-000435,malware,8,High,endpoint,5,2025-11-27T11:12:00Z,2025-11-27,11,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Shared Endpoint,Engineering,China,35.8617,104.1954,India,20.5937,78.9629,1.2,56.9,False
CTE-000434,malware,6,Medium,endpoint,2,2025-11-27T11:50:00Z,2025-11-27,11,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Workstation,Executive,China,35.8617,104.1954,India,20.5937,78.9629,1.2,46.64,False
CTE-000438,bruteforce,7,High,auth,1,2025-11-27T13:33:00Z,2025-11-27,13,Credential Access,T1110 - Brute Force,Account Takeover Attempt,VPN Gateway,Support,China,35.8617,104.1954,India,20.5937,78.9629,1.2,49.96,False
CTE-000440,bruteforce,7,High,auth,5,2025-11-27T15:22:00Z,2025-11-27,15,Credential Access,T1110 - Brute Force,Account Takeover Attempt,VPN Gateway,Finance,India,20.5937,78.9629,United Kingdom,55.3781,-3.436,1.1,59.68,False
CTE-000441,malware,7,High,endpoint,2,2025-11-27T18:05:00Z,2025-11-27,18,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Application Server,Sales,China,35.8617,104.1954,United States,37.0902,-95.7129,1.2,57.82,False
CTE-000443,ransomware,7,High,endpoint,4,2025-11-27T19:12:00Z,2025-11-27,19,Impact,T1486 - Data Encrypted for Impact,Data Encryption,Backup Repository,Finance,Germany,51.1657,10.4515,India,20.5937,78.9629,1.03,62.24,False
CTE-000439,malware,7,High,endpoint,5,2025-11-27T21:39:00Z,2025-11-27,21,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Shared Endpoint,Engineering,United Kingdom,55.3781,-3.436,United States,37.0902,-95.7129,1.04,57.98,False
CTE-000442,phishing,5,Medium,email,3,2025-11-27T22:47:00Z,2025-11-27,22,Initial Access,T1566 - Phishing,Credential Harvesting,Employee Mailbox,Executive,India,20.5937,78.9629,United Arab Emirates,23.4241,53.8478,1.1,45.19,False
CTE-000433,malware,10,Critical,endpoint,5,2025-11-27T22:53:00Z,2025-11-27,22,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Shared Endpoint,Sales,Russia,61.524,105.3188,India,20.5937,78.9629,1.28,67.15,False
CTE-000454,malware,7,High,endpoint,3,2025-11-28T00:46:00Z,2025-11-28,0,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Workstation,Engineering,Russia,61.524,105.3188,United States,37.0902,-95.7129,1.28,57.74,False
CTE-000448,malware,4,Medium,endpoint,3,2025-11-28T02:17:00Z,2025-11-28,2,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Application Server,Operations,South Africa,-30.5595,22.9375,United Kingdom,55.3781,-3.436,1.18,43.88,False
CTE-000444,ransomware,10,Critical,endpoint,7,2025-11-28T02:19:00Z,2025-11-28,2,Impact,T1486 - Data Encrypted for Impact,Data Encryption,Database Cluster,Finance,China,35.8617,104.1954,Germany,51.1657,10.4515,1.2,80.77,True
CTE-000452,phishing,5,Medium,email,3,2025-11-28T02:22:00Z,2025-11-28,2,Initial Access,T1566 - Phishing,Credential Harvesting,SSO Portal,Engineering,Russia,61.524,105.3188,United States,37.0902,-95.7129,1.28,44.2,False
CTE-000445,malware,8,High,endpoint,5,2025-11-28T02:33:00Z,2025-11-28,2,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Workstation,Engineering,Brazil,-14.235,-51.9253,Australia,-25.2744,133.7751,1.16,65.83,False
CTE-000446,bruteforce,5,Medium,email,1,2025-11-28T04:16:00Z,2025-11-28,4,Credential Access,T1110 - Brute Force,Account Takeover Attempt,Identity Provider,Engineering,China,35.8617,104.1954,India,20.5937,78.9629,1.2,41.11,False
CTE-000456,phishing,5,Medium,email,1,2025-11-28T08:19:00Z,2025-11-28,8,Initial Access,T1566 - Phishing,Credential Harvesting,Employee Mailbox,Finance,Singapore,1.3521,103.8198,United Kingdom,55.3781,-3.436,1.08,37.68,False
CTE-000450,phishing,6,Medium,email,1,2025-11-28T09:14:00Z,2025-11-28,9,Initial Access,T1566 - Phishing,Credential Harvesting,Mail Gateway,Engineering,Singapore,1.3521,103.8198,Singapore,1.3521,103.8198,1.08,47.96,False
CTE-000453,phishing,4,Medium,email,1,2025-11-28T09:51:00Z,2025-11-28,9,Initial Access,T1566 - Phishing,Credential Harvesting,SSO Portal,Engineering,United States,37.0902,-95.7129,United States,37.0902,-95.7129,1.05,34.76,False
CTE-000457,ransomware,5,Medium,endpoint,5,2025-11-28T11:50:00Z,2025-11-28,11,Impact,T1486 - Data Encrypted for Impact,Data Encryption,Backup Repository,Support,Germany,51.1657,10.4515,India,20.5937,78.9629,1.03,53.02,False
CTE-000447,phishing,3,Low,email,2,2025-11-28T14:11:00Z,2025-11-28,14,Initial Access,T1566 - Phishing,Credential Harvesting,SSO Portal,Sales,China,35.8617,104.1954,United States,37.0902,-95.7129,1.2,40.22,False
CTE-000455,ddos,4,Medium,network,3,2025-11-28T17:08:00Z,2025-11-28,17,Impact,T1498 - Network Denial of Service,Service Disruption,CDN Edge,Sales,Brazil,-14.235,-51.9253,Germany,51.1657,10.4515,1.16,50.67,False
CTE-000451,malware,7,High,email,1,2025-11-28T18:12:00Z,2025-11-28,18,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Shared Endpoint,Finance,United Arab Emirates,23.4241,53.8478,United States,37.0902,-95.7129,1.12,52.0,False
CTE-000449,phishing,4,Medium,email,1,2025-11-28T18:25:00Z,2025-11-28,18,Initial Access,T1566 - Phishing,Credential Harvesting,Employee Mailbox,Executive,United Arab Emirates,23.4241,53.8478,United Kingdom,55.3781,-3.436,1.12,41.95,False
CTE-000464,ransomware,7,High,auth,4,2025-11-29T00:43:00Z,2025-11-29,0,Impact,T1486 - Data Encrypted for Impact,Data Encryption,File Server,Support,China,35.8617,104.1954,United Arab Emirates,23.4241,53.8478,1.2,66.52,False
CTE-000460,malware,10,Critical,endpoint,6,2025-11-29T07:22:00Z,2025-11-29,7,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Workstation,Support,China,35.8617,104.1954,India,20.5937,78.9629,1.2,70.33,True
CTE-000459,ddos,3,Low,endpoint,1,2025-11-29T10:46:00Z,2025-11-29,10,Impact,T1498 - Network Denial of Service,Service Disruption,Perimeter Gateway,Sales,Brazil,-14.235,-51.9253,India,20.5937,78.9629,1.16,36.33,False
CTE-000463,phishing,2,Low,email,3,2025-11-29T14:28:00Z,2025-11-29,14,Initial Access,T1566 - Phishing,Credential Harvesting,SSO Portal,Engineering,Russia,61.524,105.3188,India,20.5937,78.9629,1.28,31.65,False
CTE-000462,phishing,10,Critical,email,2,2025-11-29T15:14:00Z,2025-11-29,15,Initial Access,T1566 - Phishing,Credential Harvesting,SSO Portal,Sales,Germany,51.1657,10.4515,United States,37.0902,-95.7129,1.03,65.53,False
CTE-000461,malware,9,Critical,endpoint,4,2025-11-29T17:52:00Z,2025-11-29,17,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Shared Endpoint,Finance,Russia,61.524,105.3188,Singapore,1.3521,103.8198,1.28,72.79,False
CTE-000458,bruteforce,5,Medium,auth,4,2025-11-29T20:20:00Z,2025-11-29,20,Credential Access,T1110 - Brute Force,Account Takeover Attempt,Identity Provider,Operations,United States,37.0902,-95.7129,Singapore,1.3521,103.8198,1.05,53.01,False
CTE-000468,malware,6,Medium,network,4,2025-11-30T01:47:00Z,2025-11-30,1,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Workstation,Engineering,Brazil,-14.235,-51.9253,Germany,51.1657,10.4515,1.16,55.59,False
CTE-000465,malware,9,Critical,endpoint,5,2025-11-30T13:19:00Z,2025-11-30,13,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Shared Endpoint,Support,United Arab Emirates,23.4241,53.8478,United Arab Emirates,23.4241,53.8478,1.12,68.84,False
CTE-000469,malware,6,Medium,endpoint,1,2025-11-30T16:30:00Z,2025-11-30,16,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Shared Endpoint,Engineering,Russia,61.524,105.3188,Germany,51.1657,10.4515,1.28,46.62,False
CTE-000472,ddos,9,Critical,network,3,2025-11-30T17:47:00Z,2025-11-30,17,Impact,T1498 - Network Denial of Service,Service Disruption,Perimeter Gateway,Finance,Brazil,-14.235,-51.9253,United Kingdom,55.3781,-3.436,1.16,58.67,False
CTE-000471,phishing,10,Critical,email,1,2025-11-30T20:29:00Z,2025-11-30,20,Initial Access,T1566 - Phishing,Credential Harvesting,Mail Gateway,Support,India,20.5937,78.9629,Germany,51.1657,10.4515,1.1,56.12,False
CTE-000467,bruteforce,7,High,auth,4,2025-11-30T21:41:00Z,2025-11-30,21,Credential Access,T1110 - Brute Force,Account Takeover Attempt,Privileged Console,Finance,China,35.8617,104.1954,United Arab Emirates,23.4241,53.8478,1.2,60.6,False
CTE-000466,ddos,9,Critical,network,4,2025-11-30T22:32:00Z,2025-11-30,22,Impact,T1498 - Network Denial of Service,Service Disruption,CDN Edge,Engineering,China,35.8617,104.1954,Singapore,1.3521,103.8198,1.2,59.58,False
CTE-000470,phishing,3,Low,email,1,2025-11-30T22:33:00Z,2025-11-30,22,Initial Access,T1566 - Phishing,Credential Harvesting,Mail Gateway,Engineering,Brazil,-14.235,-51.9253,Australia,-25.2744,133.7751,1.16,36.55,False
CTE-000478,phishing,4,Medium,email,4,2025-12-01T03:31:00Z,2025-12-01,3,Initial Access,T1566 - Phishing,Credential Harvesting,Employee Mailbox,Sales,India,20.5937,78.9629,Singapore,1.3521,103.8198,1.1,44.57,False
CTE-000473,ddos,8,High,network,3,2025-12-01T12:53:00Z,2025-12-01,12,Impact,T1498 - Network Denial of Service,Service Disruption,CDN Edge,Engineering,Singapore,1.3521,103.8198,Singapore,1.3521,103.8198,1.08,67.76,False
CTE-000474,phishing,5,Medium,email,1,2025-12-01T14:04:00Z,2025-12-01,14,Initial Access,T1566 - Phishing,Credential Harvesting,Mail Gateway,Operations,Singapore,1.3521,103.8198,Singapore,1.3521,103.8198,1.08,47.18,False
CTE-000476,malware,3,Low,endpoint,1,2025-12-01T21:06:00Z,2025-12-01,21,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Workstation,Finance,Brazil,-14.235,-51.9253,India,20.5937,78.9629,1.16,36.09,False
CTE-000475,ddos,10,Critical,network,4,2025-12-01T22:20:00Z,2025-12-01,22,Impact,T1498 - Network Denial of Service,Service Disruption,Public API,Engineering,South Africa,-30.5595,22.9375,Singapore,1.3521,103.8198,1.18,65.36,False
CTE-000477,malware,3,Low,endpoint,2,2025-12-01T23:00:00Z,2025-12-01,23,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Application Server,Support,China,35.8617,104.1954,India,20.5937,78.9629,1.2,37.28,False
CTE-000480,phishing,2,Low,email,1,2025-12-02T00:27:00Z,2025-12-02,0,Initial Access,T1566 - Phishing,Credential Harvesting,Employee Mailbox,Sales,Singapore,1.3521,103.8198,India,20.5937,78.9629,1.08,28.29,False
CTE-000481,bruteforce,6,Medium,auth,3,2025-12-02T01:15:00Z,2025-12-02,1,Credential Access,T1110 - Brute Force,Account Takeover Attempt,VPN Gateway,Engineering,Russia,61.524,105.3188,United States,37.0902,-95.7129,1.28,50.18,False
CTE-000482,ddos,8,High,network,2,2025-12-02T04:19:00Z,2025-12-02,4,Impact,T1498 - Network Denial of Service,Service Disruption,CDN Edge,Support,Russia,61.524,105.3188,India,20.5937,78.9629,1.28,52.85,False
CTE-000484,malware,9,Critical,endpoint,2,2025-12-02T07:14:00Z,2025-12-02,7,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Workstation,Finance,Brazil,-14.235,-51.9253,United States,37.0902,-95.7129,1.16,62.84,False
CTE-000483,malware,10,Critical,endpoint,2,2025-12-02T07:23:00Z,2025-12-02,7,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Application Server,Finance,South Africa,-30.5595,22.9375,India,20.5937,78.9629,1.18,63.74,False
CTE-000479,phishing,3,Low,email,2,2025-12-02T08:37:00Z,2025-12-02,8,Initial Access,T1566 - Phishing,Credential Harvesting,Employee Mailbox,Operations,Germany,51.1657,10.4515,United Kingdom,55.3781,-3.436,1.03,37.79,False
CTE-000487,malware,5,Medium,endpoint,1,2025-12-03T00:27:00Z,2025-12-03,0,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Application Server,Engineering,Russia,61.524,105.3188,United States,37.0902,-95.7129,1.28,46.18,False
